case_id,scenario,K,policy,continuation_id,equivalence_class,class_multiplicity,repetition,execution_order_position,is_warmup,planning_H,planning_E,planning_G,runtime_H,runtime_E,runtime_G,ttft_ms,request_latency_ms,snapshot_build_ms,reconcile_ms,correctness_pass,safety_pass,retry_count,status,failure_stage,error,selected_checkpoint_ids,actual_selected_checkpoint_ids,evicted_checkpoint_ids,safety_flags
formal_measured_0112_scalable_multiworkflow_v2_n16_k4_global_lru_r01_w16_a08192_f01_b1,scalable_multiworkflow_v2_n16,4,Global-LRU,W16_A08192_F01-B1,scalable_multiworkflow_v2_n16:K=4:Global-LRU:T=8192:E=0:G=8192,15,1,2,False,8192,0,8192,8192,0,8192,325.369853,325.656427,13836.372206,2198.676706,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0113_scalable_multiworkflow_v2_n16_k4_global_lru_r01_w16_a16384_f01_b1,scalable_multiworkflow_v2_n16,4,Global-LRU,W16_A16384_F01-B1,scalable_multiworkflow_v2_n16:K=4:Global-LRU:T=16384:E=0:G=16384,15,1,2,False,16384,0,16384,16384,0,16384,658.965935,659.32476,13613.118384,1990.007635,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0114_scalable_multiworkflow_v2_n16_k4_global_lru_r01_w16_a32768_f01_b1,scalable_multiworkflow_v2_n16,4,Global-LRU,W16_A32768_F01-B1,scalable_multiworkflow_v2_n16:K=4:Global-LRU:T=32768:E=16384:G=16384,1,1,2,False,32768,16384,16384,32768,16384,16384,736.347345,736.783392,13612.212232,1629.183669,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0115_scalable_multiworkflow_v2_n16_k4_global_lru_r01_w16_a32768_f02_b1,scalable_multiworkflow_v2_n16,4,Global-LRU,W16_A32768_F02-B1,scalable_multiworkflow_v2_n16:K=4:Global-LRU:T=32768:E=32768:G=0,14,1,2,False,32768,32768,0,32768,32768,0,40.451852,40.841111,13373.984156,3203.307848,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0116_scalable_multiworkflow_v2_n16_k4_kvflow_style_r01_w16_a04096_f01_b1,scalable_multiworkflow_v2_n16,4,KVFlow-style,W16_A04096_F01-B1,scalable_multiworkflow_v2_n16:K=4:KVFlow-style:T=4096:E=0:G=4096,15,1,3,False,4096,0,4096,4096,0,4096,167.82707,168.090386,18426.635083,3656.060908,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0117_scalable_multiworkflow_v2_n16_k4_kvflow_style_r01_w16_a08192_f01_b1,scalable_multiworkflow_v2_n16,4,KVFlow-style,W16_A08192_F01-B1,scalable_multiworkflow_v2_n16:K=4:KVFlow-style:T=8192:E=0:G=8192,15,1,3,False,8192,0,8192,8192,0,8192,324.982599,325.272917,14718.5704,2466.860417,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0118_scalable_multiworkflow_v2_n16_k4_kvflow_style_r01_w16_a16384_f01_b1,scalable_multiworkflow_v2_n16,4,KVFlow-style,W16_A16384_F01-B1,scalable_multiworkflow_v2_n16:K=4:KVFlow-style:T=16384:E=0:G=16384,15,1,3,False,16384,0,16384,16384,0,16384,655.250556,655.575487,15556.919153,2676.139027,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0119_scalable_multiworkflow_v2_n16_k4_kvflow_style_r01_w16_a32768_f01_b1,scalable_multiworkflow_v2_n16,4,KVFlow-style,W16_A32768_F01-B1,scalable_multiworkflow_v2_n16:K=4:KVFlow-style:T=32768:E=16384:G=16384,1,1,3,False,32768,16384,16384,32768,16384,16384,738.298421,738.793319,14045.522933,2810.630599,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0120_scalable_multiworkflow_v2_n16_k4_kvflow_style_r01_w16_a32768_f02_b1,scalable_multiworkflow_v2_n16,4,KVFlow-style,W16_A32768_F02-B1,scalable_multiworkflow_v2_n16:K=4:KVFlow-style:T=32768:E=32768:G=0,14,1,3,False,32768,32768,0,32768,32768,0,38.80918,39.243263,14410.963345,2763.600672,True,True,0,PASS,,,"[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A32768_F08_MAIN"", ""W16_A32768_F04_MAIN"", ""W16_A32768_F02_MAIN"", ""W16_A32768_F01_SHALLOW""]","[""W16_A04096_F01_MAIN"", ""W16_A04096_F01_SHALLOW"", ""W16_A04096_F02_MAIN"", ""W16_A04096_F04_MAIN"", ""W16_A04096_F08_MAIN"", ""W16_A08192_F01_MAIN"", ""W16_A08192_F01_SHALLOW"", ""W16_A08192_F02_MAIN"", ""W16_A08192_F04_MAIN"", ""W16_A08192_F08_MAIN"", ""W16_A16384_F01_MAIN"", ""W16_A16384_F01_SHALLOW"", ""W16_A16384_F02_MAIN"", ""W16_A16384_F04_MAIN"", ""W16_A16384_F08_MAIN"", ""W16_A32768_F01_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0121_sota_signal_stress_v1_k8_kvflow_style_r01_w_a08192_f1_s3_rold_b1,sota_signal_stress_v1,8,KVFlow-style,W_A08192_F1_S3_Rold-B1,sota_signal_stress_v1:K=8:KVFlow-style:T=8192:E=0:G=8192,10,1,0,False,8192,0,8192,8192,0,8192,325.817791,326.103712,16254.959255,956.569497,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0122_sota_signal_stress_v1_k8_kvflow_style_r01_w_a08192_f1_s1_rold_b1,sota_signal_stress_v1,8,KVFlow-style,W_A08192_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:KVFlow-style:T=8192:E=8192:G=0,10,1,0,False,8192,8192,0,8192,8192,0,37.731508,38.021703,16933.09645,1353.134998,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0123_sota_signal_stress_v1_k8_kvflow_style_r01_w_a32768_f1_s3_rold_b1,sota_signal_stress_v1,8,KVFlow-style,W_A32768_F1_S3_Rold-B1,sota_signal_stress_v1:K=8:KVFlow-style:T=32768:E=0:G=32768,10,1,0,False,32768,0,32768,32768,0,32768,1466.535966,1467.012695,16476.195447,882.547919,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0124_sota_signal_stress_v1_k8_kvflow_style_r01_w_a32768_f1_s1_rold_b1,sota_signal_stress_v1,8,KVFlow-style,W_A32768_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:KVFlow-style:T=32768:E=32768:G=0,10,1,0,False,32768,32768,0,32768,32768,0,38.301068,38.696167,16579.095912,1425.379345,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0125_sota_signal_stress_v1_k8_marconi_style_r01_w_a08192_f1_s1_rold_b1,sota_signal_stress_v1,8,Marconi-style,W_A08192_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:Marconi-style:T=8192:E=0:G=8192,20,1,1,False,8192,0,8192,8192,0,8192,325.807595,326.101951,15940.112258,1465.241118,True,True,0,PASS,,,"[""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0126_sota_signal_stress_v1_k8_marconi_style_r01_w_a32768_f1_s1_rold_b1,sota_signal_stress_v1,8,Marconi-style,W_A32768_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:Marconi-style:T=32768:E=32768:G=0,20,1,1,False,32768,32768,0,32768,32768,0,38.509325,38.917296,17552.264723,1341.971893,True,True,0,PASS,,,"[""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN""]","[""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S1_Rold_MAIN""]","[""W_A08192_F1_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0127_sota_signal_stress_v1_k8_flowstate_r01_w_a08192_f1_s1_rold_b1,sota_signal_stress_v1,8,FlowState,W_A08192_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:FlowState:T=8192:E=0:G=8192,20,1,2,False,8192,0,8192,8192,0,8192,334.685454,334.968391,16253.186983,1530.572798,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN""]","[""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN""]","[""W_A08192_F1_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
formal_measured_0128_sota_signal_stress_v1_k8_flowstate_r01_w_a32768_f1_s1_rold_b1,sota_signal_stress_v1,8,FlowState,W_A32768_F1_S1_Rold-B1,sota_signal_stress_v1:K=8:FlowState:T=32768:E=32768:G=0,20,1,2,False,32768,32768,0,32768,32768,0,39.985395,40.410396,16224.000739,1195.083499,True,True,0,PASS,,,"[""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN""]","[""W_A32768_F4_S1_Rold_MAIN"", ""W_A32768_F4_S1_Rrecent_MAIN"", ""W_A32768_F4_S3_Rold_MAIN"", ""W_A32768_F4_S3_Rrecent_MAIN"", ""W_A32768_F1_S1_Rold_MAIN"", ""W_A32768_F1_S1_Rrecent_MAIN"", ""W_A32768_F1_S3_Rold_MAIN"", ""W_A32768_F1_S3_Rrecent_MAIN""]","[""W_A08192_F1_S1_Rold_MAIN"", ""W_A08192_F1_S1_Rrecent_MAIN"", ""W_A08192_F1_S3_Rold_MAIN"", ""W_A08192_F1_S3_Rrecent_MAIN"", ""W_A08192_F4_S1_Rold_MAIN"", ""W_A08192_F4_S1_Rrecent_MAIN"", ""W_A08192_F4_S3_Rold_MAIN"", ""W_A08192_F4_S3_Rrecent_MAIN""]","{""allocator_safety"": true, ""fa_safety"": true, ""mamba_safety"": true, ""sanity_check"": true, ""tree_safety"": true}"
