expected_replay_tokens,actual_replay_tokens_min,actual_replay_tokens_max,n_valid,recovery_latency_mean_ms,recovery_latency_std_ms,recovery_latency_median_ms,recovery_latency_p25_ms,recovery_latency_p75_ms,recovery_latency_min_ms,recovery_latency_max_ms,median_increase_vs_0_ms,median_ratio_vs_0,request_e2e_latency_median_ms
0,0,0,5,32.49538359232247,0.7659677471951585,32.37372194416821,32.19802584499121,33.043486066162586,31.447262968868017,33.41442113742232,0.0,1.0,32.37761999480426
1024,1024,1024,5,64.45438782684505,0.541145301553972,64.17678203433752,64.0900069847703,64.7639730013907,63.98402503691614,65.2571520768106,31.80306009016931,1.9823726831600312,64.18024399317801
4096,4096,4096,5,210.8380279969424,2.1247219311678265,211.10267797484994,210.71364101953804,211.21406205929816,207.60518801398575,213.5545709170401,178.72895603068173,6.5208034571656,211.10617299564183
8192,8192,8192,5,411.1935766413808,4.528486399011223,410.9631502069533,407.6206120662391,412.9157329443842,406.5738939680159,417.8944940213114,378.5894282627851,12.694343607315254,410.96691810525954
16384,16384,16384,5,804.3687575496733,8.457587571321524,804.8650280106813,802.4269880261272,811.003586044535,791.1764308810234,812.3717547859997,772.4913060665131,24.861677301076263,804.8689481802285
32768,32768,32768,5,1522.9135093279183,17.11170195502853,1531.8815470673144,1509.1234238352627,1532.2070638649166,1500.624303938821,1540.731207933277,1499.5078251231462,47.31867252425287,1531.8851759657264
