gap_tokens,warmup_count,valid_measured_count,failure_count,mismatch_count,mean_ms,median_ms,std_ms,p95_ms,min_ms,max_ms,measured_phi_ms
0,2,12,0,0,42.318310000000004,42.246998500000004,1.0172184463839706,44.269832,40.819317,44.269832,0.0
4096,2,12,0,0,343.74192124999996,344.40232249999997,2.592591270326418,347.360255,338.878969,347.360255,301.42361124999996
8192,2,12,0,0,666.1954525,667.4420215,4.772724050496037,672.187737,657.306859,672.187737,623.8771425
16384,2,12,0,0,1299.2796104166666,1297.7245035,7.10278633553342,1310.045177,1285.610501,1310.045177,1256.9613004166665
32768,2,12,0,0,2484.67810725,2483.932823,11.500148338651329,2503.563812,2465.510849,2503.563812,2442.3597972499997
49152,2,12,0,0,3636.335401166667,3637.8680595,12.155875056038251,3662.495547,3620.663399,3662.495547,3594.017091166667
65536,2,12,0,0,4676.5382399166665,4675.9434870000005,14.439561584069697,4712.115028,4652.23632,4712.115028,4634.219929916667
98304,2,12,0,0,6509.406134083333,6512.696962,11.12043917721673,6524.998154,6492.37121,6524.998154,6467.0878240833335
131072,2,12,0,0,7974.29363225,7975.5537994999995,17.925248329900434,7995.005436,7931.95417,7995.005436,7931.97532225
