gap_tokens,split,n,ttft_mean_ms,ttft_median_ms,ttft_p95_ms,ttft_std_ms,measured_phi_ms
0,calibration,12,36.14618716666667,35.831024,37.779344,0.941578747634461,0.0
4096,calibration,12,214.43681083333334,214.76470849999998,217.217825,2.1237114798656713,178.29062366666668
8192,calibration,12,398.12760591666665,398.773511,407.89421,6.710208288025258,361.98141875
16384,calibration,12,770.1476081666666,771.237303,789.962617,11.182906449794801,734.0014209999999
32768,calibration,12,1549.7982328333335,1551.676834,1569.243673,15.485574550619631,1513.6520456666667
