case_id,target_gap,target_H,target_E,repetition,is_warmup,gap_order_position,execution_order_position,status,correctness_pass,gap_match,runtime_H,runtime_E,runtime_G,ttft_ms,request_latency_ms,request_input_tokens,failure_stage,error,fa_preserved,safety_pass,selected_checkpoint_ids,evicted_checkpoint_ids,fa_allocator,safety,server_metadata
profile128k_warmup_r00_p00_g16384,16384,131072,114688,0,True,0,0,PASS,True,True,131072,114688,16384,1243.798934,1244.719701,131136,,,True,True,"[""PROFILE_SHALLOW""]","[""PROFILE_DEEP""]","{""after_available_size"": 260266, ""before_available_size"": 260266}","{""allocator_invariant"": true, ""cascade_not_called"": true, ""fa_identity_invariant"": true, ""fa_preserved"": true, ""formal_primitive"": true, ""only_expected_mamba_changed"": true, ""path_invariant"": true, ""sanity_check"": true, ""selected_mamba_resident"": true, ""tree_invariant"": true, ""unselected_mamba_evicted"": true}","{""cached_tokens"": 114688, ""cached_tokens_details"": {""device"": 114688, ""host"": 0}, ""completion_tokens"": 1, ""dp_rank"": null, ""e2e_latency"": 1.2425517381634563, ""finish_reason"": {""length"": 1, ""type"": ""length""}, ""id"": ""flowstate_step10d1_profile128k_warmup_r00_p00_g16384_target"", ""num_retractions"": 0, ""prompt_tokens"": 131136, ""reasoning_tokens"": 0, ""response_sent_to_client_ts"": 1787751229.8515666, ""weight_version"": ""default""}"
profile128k_warmup_r00_p01_g49152,49152,131072,81920,0,True,1,1,FAIL,False,False,,,,342.259943,343.088095,131136,读取并严格验证真实 H、E、G,RuntimeError('runtime E 不匹配：126976 != 81920'),True,True,"[""PROFILE_SHALLOW""]","[""PROFILE_DEEP""]","{""after_available_size"": 260266, ""before_available_size"": 260266}","{""allocator_invariant"": true, ""cascade_not_called"": true, ""fa_identity_invariant"": true, ""fa_preserved"": true, ""formal_primitive"": true, ""only_expected_mamba_changed"": true, ""path_invariant"": true, ""sanity_check"": true, ""selected_mamba_resident"": true, ""tree_invariant"": true, ""unselected_mamba_evicted"": true}","{""cached_tokens"": 126976, ""cached_tokens_details"": {""device"": 126976, ""host"": 0}, ""completion_tokens"": 1, ""dp_rank"": null, ""e2e_latency"": 0.3411069579888135, ""finish_reason"": {""length"": 1, ""type"": ""length""}, ""id"": ""flowstate_step10d1_profile128k_warmup_r00_p01_g49152_target"", ""num_retractions"": 0, ""prompt_tokens"": 131136, ""reasoning_tokens"": 0, ""response_sent_to_client_ts"": 1787751241.2420237, ""weight_version"": ""default""}"
