workload,budget_checkpoints,policy_name,old_selection,new_selection,selection_changed,selection_jaccard,old_total_recovery_cost_ms,new_total_recovery_cost_ms,new_mean_recovery_cost_ms,new_total_recovery_gap_tokens,new_executable_hit_ratio
scalable_n16,8,Marconi-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,False,1.0,9132.267070468515,7690.625761055996,128.17709601759992,200704,0.7822222222222223
scalable_n16,8,Oracle,W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A08192_F08_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,True,0.7777777777777778,6088.70175643824,5172.460781343999,86.20767968906665,135168,0.8533333333333334
scalable_n16,12,FlowState,W16_A32768_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F02_MAIN;W16_A08192_F04_MAIN;W16_A32768_F01_MAIN;W16_A04096_F08_MAIN;W16_A16384_F01_MAIN;W16_A08192_F02_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F01_MAIN;W16_A16384_F02_MAIN;W16_A08192_F04_MAIN;W16_A04096_F08_MAIN;W16_A16384_F01_MAIN;W16_A08192_F02_MAIN,False,1.0,1629.6921204775572,1395.213311776,23.253555196266667,36864,0.96
scalable_n16,12,Global-LRU,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,False,1.0,3816.702625248581,3259.546201632,54.325770027199994,86016,0.9066666666666666
scalable_n16,12,Equal-Share,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN,False,1.0,22492.617376847193,21072.41339136,351.20688985600003,491520,0.4666666666666667
scalable_n16,12,Recovery-Only,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_SHALLOW;W16_A16384_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A32768_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A16384_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN,False,1.0,7224.007479613647,6092.4818038079975,101.54136339679995,159744,0.8266666666666667
scalable_n16,12,Workflow-Only,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN;W16_A04096_F02_MAIN;W16_A08192_F02_MAIN;W16_A16384_F02_MAIN;W16_A32768_F02_MAIN,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN;W16_A04096_F02_MAIN;W16_A08192_F02_MAIN;W16_A16384_F02_MAIN;W16_A32768_F02_MAIN,False,1.0,2829.317515483126,2527.77922736,42.12965378933333,61440,0.9333333333333333
scalable_n16,12,KVFlow-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,False,1.0,3816.702625248581,3259.546201632,54.325770027199994,86016,0.9066666666666666
scalable_n16,12,Marconi-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN,False,1.0,3816.702625248581,3259.546201632,54.325770027199994,86016,0.9066666666666666
scalable_n16,12,Oracle,W16_A04096_F08_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A04096_F08_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,False,1.0,1629.6921204775572,1395.213311776,23.253555196266667,36864,0.96
scalable_n16,16,FlowState,W16_A32768_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F02_MAIN;W16_A08192_F04_MAIN;W16_A32768_F01_MAIN;W16_A04096_F08_MAIN;W16_A16384_F01_MAIN;W16_A08192_F02_MAIN;W16_A04096_F04_MAIN;W16_A08192_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F01_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F01_MAIN;W16_A16384_F02_MAIN;W16_A08192_F04_MAIN;W16_A04096_F08_MAIN;W16_A16384_F01_MAIN;W16_A08192_F02_MAIN;W16_A04096_F04_MAIN;W16_A08192_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F01_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n16,16,Global-LRU,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,False,1.0,1251.102692214772,1080.4426893119999,18.007378155199998,28672,0.9688888888888889
scalable_n16,16,Equal-Share,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n16,16,Recovery-Only,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_SHALLOW;W16_A16384_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A08192_F01_SHALLOW;W16_A04096_F01_MAIN,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A32768_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A16384_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A08192_F01_SHALLOW;W16_A04096_F01_MAIN,False,1.0,2502.205384429544,2160.8853786239997,36.014756310399996,57344,0.9377777777777778
scalable_n16,16,Workflow-Only,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN;W16_A04096_F02_MAIN;W16_A08192_F02_MAIN;W16_A16384_F02_MAIN;W16_A32768_F02_MAIN;W16_A04096_F01_MAIN;W16_A08192_F01_MAIN;W16_A16384_F01_MAIN;W16_A32768_F01_MAIN,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN;W16_A04096_F02_MAIN;W16_A08192_F02_MAIN;W16_A16384_F02_MAIN;W16_A32768_F02_MAIN;W16_A04096_F01_MAIN;W16_A08192_F01_MAIN;W16_A16384_F01_MAIN;W16_A32768_F01_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n16,16,KVFlow-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,False,1.0,1251.102692214772,1080.4426893119999,18.007378155199998,28672,0.9688888888888889
scalable_n16,16,Marconi-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN;W16_A16384_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A08192_F08_MAIN;W16_A08192_F04_MAIN;W16_A08192_F02_MAIN;W16_A08192_F01_SHALLOW;W16_A08192_F01_MAIN;W16_A04096_F08_MAIN,False,1.0,1251.102692214772,1080.4426893119999,18.007378155199998,28672,0.9688888888888889
scalable_n16,16,Oracle,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
sota_signal,4,FlowState,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,False,1.0,13569.819865748286,11914.722686976,297.8680671744,294912,0.64
sota_signal,4,Global-LRU,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN,False,1.0,22566.866816487163,20343.68804352,508.592201088,491520,0.4
sota_signal,4,Equal-Share,W_A08192_F1_S1_Rold_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A08192_F1_S3_Rold_MAIN;W_A08192_F1_S3_Rrecent_MAIN,W_A08192_F1_S1_Rold_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A08192_F1_S3_Rold_MAIN;W_A08192_F1_S3_Rrecent_MAIN,False,1.0,36047.587354667485,33132.881147904,828.3220286976,786432,0.04
sota_signal,4,Recovery-Only,W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN,W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN,False,1.0,31563.91376722604,28772.653400064002,719.3163350016,688128,0.16
sota_signal,4,Workflow-Only,W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN,W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN,False,1.0,31504.514215514064,29355.633678336006,733.8908419584002,688128,0.16
sota_signal,4,KVFlow-style,W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN,W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN,False,1.0,28171.45880078897,25793.972728320005,644.8493182080001,614400,0.25
sota_signal,4,Marconi-style,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN,False,1.0,22566.866816487163,20343.68804352,508.592201088,491520,0.4
sota_signal,4,Oracle,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,False,1.0,13569.819865748286,11914.722686976,297.8680671744,294912,0.64
sota_signal,8,FlowState,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN;W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN,W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN,True,0.3333333333333333,7512.389013543725,6295.412449279998,157.38531123199996,163840,0.8
sota_signal,8,Global-LRU,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S3_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S3_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S3_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S3_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN,False,1.0,18780.972533859313,17195.98181888,429.89954547200006,409600,0.5
sota_signal,8,Equal-Share,W_A08192_F1_S1_Rold_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A08192_F1_S3_Rold_MAIN;W_A08192_F1_S3_Rrecent_MAIN;W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN,W_A08192_F1_S1_Rold_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A08192_F1_S3_Rold_MAIN;W_A08192_F1_S3_Rrecent_MAIN;W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN,False,1.0,29990.156502462924,28096.551188480003,702.4137797120001,655360,0.2
sota_signal,8,Recovery-Only,W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,False,1.0,7571.7885652557015,6295.412449279998,157.38531123199996,163840,0.8
sota_signal,8,Workflow-Only,W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,False,1.0,7512.389013543725,6878.392727552001,171.95981818880003,163840,0.8
sota_signal,8,KVFlow-style,W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F1_S1_Rold_MAIN;W_A08192_F4_S1_Rold_MAIN;W_A08192_F1_S1_Rold_MAIN,W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F1_S1_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F1_S1_Rold_MAIN;W_A08192_F4_S1_Rold_MAIN;W_A08192_F1_S1_Rold_MAIN,False,1.0,18780.972533859313,17195.98181888,429.89954547200006,409600,0.5
sota_signal,8,Marconi-style,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S1_Rold_MAIN,W_A32768_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S1_Rold_MAIN,False,1.0,7571.7885652557015,6295.412449279998,157.38531123199996,163840,0.8
sota_signal,8,Oracle,W_A08192_F4_S1_Rold_MAIN;W_A08192_F4_S1_Rrecent_MAIN;W_A08192_F4_S3_Rold_MAIN;W_A08192_F4_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,W_A32768_F1_S1_Rold_MAIN;W_A32768_F1_S1_Rrecent_MAIN;W_A32768_F1_S3_Rold_MAIN;W_A32768_F1_S3_Rrecent_MAIN;W_A32768_F4_S1_Rold_MAIN;W_A32768_F4_S1_Rrecent_MAIN;W_A32768_F4_S3_Rold_MAIN;W_A32768_F4_S3_Rrecent_MAIN,True,0.3333333333333333,7512.389013543725,6295.412449279998,157.38531123199996,163840,0.8
