schema_version,experiment,target_boundary,n_pairs_planned,n_pairs_valid,n_pairs_invalid,keep_fa_kv_hit_tokens,evict_fa_kv_hit_tokens,keep_executable_prefix_tokens,evict_executable_prefix_tokens,keep_actual_replay_tokens,evict_actual_replay_tokens,replay_delta_tokens,keep_recovery_mean_ms,keep_recovery_median_ms,keep_recovery_sd_ms,evict_recovery_mean_ms,evict_recovery_median_ms,evict_recovery_sd_ms,paired_delta_mean_ms,paired_delta_sd_ms,paired_delta_se_ms,paired_delta_ci95_low_ms,paired_delta_ci95_high_ms,paired_delta_median_ms,paired_delta_min_ms,paired_delta_max_ms,positive_pair_count,mean_ms_per_replay_token,wp2_predicted_delta_ms,mean_minus_prediction_ms,mean_to_prediction_ratio,ci_method
flowstate.wp3a.direct_eviction.summary.v1,FORK_PARENT,FORK_PARENT@32768,5,5,0,32768,32768,32768,0,0,32768,32768,38.5028101503849,38.33172703161836,0.6978671010670456,1511.2510609906167,1507.858210010454,7.284416209217775,1472.7482508402318,6.713503890557006,3.0023702132989545,1464.4123347575262,1481.0841669229374,1469.626532169059,1465.681690024212,1480.910682119429,5,0.04494470980347387,1504.4739072,-31.72565635976821,0.9789124582301242,"paired mean, t(0.975,df=4)"
flowstate.wp3a.direct_eviction.summary.v1,NORMAL_CONTROL,NORMAL_A@32832,5,5,0,32769,32769,32768,32768,1,1,0,39.83103889040649,40.31820013187826,0.7878075279980263,39.16105758398771,39.32989598251879,0.7120390611726899,-0.6699813064187765,0.3494901724465848,0.15629675661173753,-1.103930671271727,-0.23603194156582613,-0.5935872904956341,-1.0963371023535728,-0.24796207435429096,0,,0.0,-0.6699813064187765,,"paired mean, t(0.975,df=4)"
