cohort,snapshot_id,provider,concurrency_bucket,x,candidate_count,pending_count,budget_ratio,budget_k,policy,selected_checkpoint_ids,selected_count,total_recovery_gap_tokens,mean_recovery_gap_tokens,total_formal_recovery_cost_ms,mean_formal_recovery_cost_ms,executable_hit_count,executable_hit_ratio,selection_overhead_ms,continuation_results
main,c128-small-claude-round-222696,claude,Small,2,14,2,0.75,1,FlowState,"[""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000008""]",1,33700,16850.0,1450.4685230883981,725.2342615441991,1,0.5,0.06333296187222004,"[{""continuation_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:pending:round:00000004"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 1450.4685230883981, ""planning_target_tokens"": 33700, ""recovery_gap_tokens"": 33700, ""workflow_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001""}, {""continuation_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:pending:round:00000008"", ""executable_frontier_tokens"": 42244, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 42244, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001""}]"
main,c128-small-claude-round-222696,claude,Small,2,14,2,1.0,2,Global-LRU,"[""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000008"", ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000007""]",2,33700,16850.0,1450.4685230883981,725.2342615441991,1,0.5,0.011363998055458069,"[{""continuation_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:pending:round:00000004"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 1450.4685230883981, ""planning_target_tokens"": 33700, ""recovery_gap_tokens"": 33700, ""workflow_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001""}, {""continuation_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:pending:round:00000008"", ""executable_frontier_tokens"": 42244, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 42244, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001""}]"
main,c128-small-claude-round-222696,claude,Small,2,14,2,1.0,2,KVFlow-style,"[""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000008"", ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000007""]",2,33700,16850.0,1450.4685230883981,725.2342615441991,1,0.5,0.03700517117977142,"[{""continuation_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:pending:round:00000004"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 1450.4685230883981, ""planning_target_tokens"": 33700, ""recovery_gap_tokens"": 33700, ""workflow_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001""}, {""continuation_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:pending:round:00000008"", ""executable_frontier_tokens"": 42244, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 42244, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001""}]"
main,c128-small-claude-round-222696,claude,Small,2,14,2,1.0,2,Marconi-style,"[""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000000"", ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000008""]",2,33700,16850.0,1450.4685230883981,725.2342615441991,1,0.5,0.037019141018390656,"[{""continuation_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:pending:round:00000004"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 1450.4685230883981, ""planning_target_tokens"": 33700, ""recovery_gap_tokens"": 33700, ""workflow_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001""}, {""continuation_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:pending:round:00000008"", ""executable_frontier_tokens"": 42244, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 42244, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001""}]"
main,c128-small-claude-round-222696,claude,Small,2,14,2,1.0,2,FlowState,"[""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:checkpoint:round:00000008"", ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:checkpoint:round:00000004""]",2,0,0.0,0.0,0.0,2,1.0,0.12030312791466713,"[{""continuation_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001:pending:round:00000004"", ""executable_frontier_tokens"": 33700, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 33700, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:0e74c4eb-c4d6-40c8-3ad7-c1dcfc1dbb2b:run:000001""}, {""continuation_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001:pending:round:00000008"", ""executable_frontier_tokens"": 42244, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 42244, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:48988ec3-e183-673e-16aa-52997f16916b:run:000001""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.25,1,Global-LRU,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.05079386755824089,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.25,1,KVFlow-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.1944510731846094,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.25,1,Marconi-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000570""]",1,75282,37641.0,3731.4364532149993,1865.7182266074997,0,0.0,0.1529250293970108,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 50566, ""executable_hit"": false, ""formal_recovery_cost_ms"": 690.3450329110804, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 12358, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.25,1,FlowState,"[""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.2735711168497801,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.5,1,Global-LRU,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.03627501428127289,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.5,1,KVFlow-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.15723006799817085,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.5,1,Marconi-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000570""]",1,75282,37641.0,3731.4364532149993,1865.7182266074997,0,0.0,0.1452718861401081,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 50566, ""executable_hit"": false, ""formal_recovery_cost_ms"": 690.3450329110804, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 12358, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.5,1,FlowState,"[""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.2649149391800165,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.75,1,Global-LRU,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.03330712206661701,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.75,1,KVFlow-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.1490679569542408,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.75,1,Marconi-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000570""]",1,75282,37641.0,3731.4364532149993,1865.7182266074997,0,0.0,0.13852398842573166,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 50566, ""executable_hit"": false, ""formal_recovery_cost_ms"": 690.3450329110804, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 12358, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,0.75,1,FlowState,"[""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030""]",1,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.2557761035859585,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,1.0,2,Global-LRU,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600"", ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030""]",2,0,0.0,0.0,0.0,2,1.0,0.031875912100076675,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,1.0,2,KVFlow-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600"", ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030""]",2,0,0.0,0.0,0.0,2,1.0,0.17658015713095665,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,1.0,2,Marconi-style,"[""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000570"", ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",2,62924,31462.0,3041.0914203039188,1520.5457101519594,1,0.5,0.13659708201885223,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 3041.0914203039188, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 62924, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-200990,claude,Small,2,62,2,1.0,2,FlowState,"[""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:checkpoint:round:00000030"", ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:checkpoint:round:00000600""]",2,0,0.0,0.0,0.0,2,1.0,0.5538768600672483,"[{""continuation_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001:pending:round:00000030"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:66efff1f-065d-17b3-4174-ba4ba359d645:run:000001""}, {""continuation_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059:pending:round:00000600"", ""executable_frontier_tokens"": 62924, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 62924, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:bf2020cf-4292-a70c-1d33-81528af4841b:run:000059""}]"
main,c128-small-claude-round-176285,claude,Small,2,66,2,0.25,1,Global-LRU,"[""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:checkpoint:round:00000049""]",1,102682,51341.0,5701.421468581176,2850.710734290588,1,0.5,0.04451698623597622,"[{""continuation_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 5701.421468581176, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 102682, ""workflow_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004""}, {""continuation_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 102682, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004""}]"
main,c128-small-claude-round-176285,claude,Small,2,66,2,0.25,1,KVFlow-style,"[""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:checkpoint:round:00000049""]",1,102682,51341.0,5701.421468581176,2850.710734290588,1,0.5,0.19909790717065334,"[{""continuation_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 5701.421468581176, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 102682, ""workflow_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004""}, {""continuation_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 102682, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004""}]"
main,c128-small-claude-round-176285,claude,Small,2,66,2,0.25,1,Marconi-style,"[""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:checkpoint:round:00000047""]",1,103027,51513.5,5725.837029539185,2862.9185147695925,0,0.0,0.15715090557932854,"[{""continuation_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 5701.421468581176, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 102682, ""workflow_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004""}, {""continuation_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 102337, ""executable_hit"": false, ""formal_recovery_cost_ms"": 24.415560958009284, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 345, ""workflow_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004""}]"
main,c128-small-claude-round-176285,claude,Small,2,66,2,0.25,1,FlowState,"[""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004:checkpoint:round:00000049""]",1,102682,51341.0,5701.421468581176,2850.710734290588,1,0.5,0.2738810144364834,"[{""continuation_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 102682, ""executable_hit"": true, ""formal_recovery_cost_ms"": 0.0, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 0, ""workflow_id"": ""claude:claude:a53b8922-d6aa-736c-21ff-75e5d443df15:run:000004""}, {""continuation_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004:pending:round:00000049"", ""executable_frontier_tokens"": 0, ""executable_hit"": false, ""formal_recovery_cost_ms"": 5701.421468581176, ""planning_target_tokens"": 102682, ""recovery_gap_tokens"": 102682, ""workflow_id"": ""claude:claude:a8e981b6-991f-311e-6e2d-453adda9f0de:run:000004""}]"
